Gene	rank_allele_count	rank_gnomAD_allele_count_iCFadjust	rank_P_rvexcaliber_base_iCFadjust
LBX2	6	3.434349956249	0.147320719086711
PTPN4	5	2.65783716381711	0.147334269953407
IFNA6	3	1.18554407907917	0.147360336658268
CD1E	6	3.43449375027545	0.147373981277351
PGPEP1	7	4.23128013981458	0.147536014513353
RIN1	12	8.3770112165806	0.147576370269714
HERC3	15	10.9516154307034	0.147635006745839
KRT23	22	17.1039987212212	0.147731425134921
B3GALT4	7	4.23351529800393	0.147749165364323
BACE2	13	9.2319183263309	0.147762657416284
NMU	7	4.23414173195148	0.147807196877385
SPRED2	24	18.8876362540554	0.147860040589871
SLC30A5	17	12.6944788884945	0.147861114535135
PLXNA4	40	33.4140036688286	0.148086935635771
SLC16A4	20	15.3373841695414	0.148128811994995
EIF3L	16	11.8282323669043	0.148129154261101
MCEE	18	13.3357861547797	0.148175327798922
ZNF785	10	6.70105173388832	0.148262923264249
NADK2	6	3.4450263940484	0.148372338049841
CCNC	3	1.19318857455462	0.148399851533881
CYP4X1	25	19.7963047024212	0.148425609463649
ELP3	34	27.9330637519981	0.148427330825726
G6PC3	21	16.2273007521556	0.148436268825589
PDE6C	41	34.3474763596982	0.14852089847507
OTOR	6	3.44707254664062	0.148534881978353
ORC6	15	10.9680517963143	0.148587179220662
RADIL	13	9.24462341312536	0.14858887378594
KLC3	37	30.6815559393881	0.148630285682683
APOBEC4	14	10.1049925754759	0.148667348624426
MKS1	43	36.1948280259836	0.148720377831488
SLC39A4	25	19.803746264643	0.148823786137027
MUC1	10	6.70956097882492	0.148883863973588
AQP10	10	6.71124862165522	0.148937711220991
SH2D7	6	3.45234956387211	0.149028975216053
UQCRC1	28	22.3154730726746	0.149073285757441
DPM1	15	10.9760931153134	0.149123811635664
MCM7	36	29.7756957190664	0.149126039098292
MYL6	16	11.8462153070784	0.149252520260278
CDC23	9	5.88360054717917	0.149262157111425
HDAC2	3	1.1998316508335	0.149276315141105
KANSL1	23	18.0275265636422	0.149325849464225
MTOR	52	44.3952854179854	0.14937390310138
CABP2	19	14.4780606792411	0.149453042311718
COL11A1	109	98.1562355436064	0.149527111720844
UBE2T	3	1.20223402838647	0.149615877256561
FGD6	55	47.3386767625025	0.149698010145763
PLA2G4C	6	3.45946800098454	0.149728747435717
CDHR3	21	16.2531251610201	0.149751935844008
CPNE7	22	17.1449331254665	0.149821355668856
STEAP4	16	11.858657036861	0.149919363819307
PTCD3	16	11.8610030604007	0.150046464621493
POLR3A	87	77.302484682927	0.150057161782164
STAMBP	16	11.8630223601528	0.150160048297607
NOP16	9	5.89492879952122	0.150189092779923
MT2A	3	1.2066167541765	0.150190007737078
SAMD4B	6	3.46590611685614	0.150312120437682
ATIC	45	38.0862814514323	0.150397015020655
RUSC2	16	11.8666829705112	0.150402534007057
PKD1L2	62	53.7711154774474	0.150441428589805
ZBED9	6	3.46997239757672	0.150692770211328
FBXL18	10	6.73493743132399	0.15076452125512
GET4	15	11.0060864910936	0.150993416960113
CYTH3	14	10.1425058030444	0.151042992437991
IQCD	12	8.4303032635406	0.151133833124879
GTPBP10	5	2.69513835994296	0.151229726656603
STAT5A	35	28.9197562213481	0.151230377909024
WDR34	24	18.9585205837402	0.151247361073941
DDX23	12	8.43152905402125	0.151254661902245
TUBB1	52	44.599649589508	0.151352951611156
ILVBL	33	27.0977546675687	0.151420523485335
NXPE1	14	10.1519972240363	0.151583818046881
ZSWIM7	8	5.09286186039329	0.151872200838382
FBXO43	10	6.75064018837721	0.151879632600867
SMURF1	11	7.59290507530701	0.151911081481843
FKBP15	12	8.44186316832029	0.151927608209584
TACR2	14	10.1603693551726	0.152087947677608
DPPA2	9	5.92034168934944	0.152155012186635
ACTRT2	39	32.4459303844585	0.152198484901458
GPR39	39	32.6046341244059	0.152203883903741
RABGAP1L	16	11.9015902436242	0.152443636492614
ALDH6A1	37	30.6123787382943	0.15245392647612
FER1L6	124	112.428580869603	0.152485812950998
SIPA1L3	59	51.0390381676891	0.15271895835292
DDX31	26	20.7888188389002	0.152861813406946
OR52R1	3	1.22631499915137	0.152862071471257
FAM170A	5	2.71328448289022	0.153162131312972
ANXA1	12	8.46059842549212	0.15319248009802
CD36	99	88.5261152318712	0.153328153444984
A3GALT2	3	1.2304963134481	0.153432862204354
MPZL1	10	6.7719990472778	0.153497063646576
ARL1	4	1.95842762109222	0.153622052404519
SMIM7	9	5.94015223804334	0.15369126866616
FBN2	191	176.978704623369	0.153722842024626
POLRMT	44	37.2555641841277	0.153833139319157
CA7	8	5.11631561161618	0.15384966167183
NABP2	4	1.96067974288765	0.153866777270024
NIPA2	8	5.11766397678478	0.153895211966788
TBCD	63	54.9510086110221	0.153948239006319
ELOVL2	4	1.9614171118283	0.153966660517648
FBXO38	10	6.77888660422497	0.154023673040407
DDX46	10	6.78090914078882	0.154158248852419
CATSPER3	33	26.9891560009374	0.154162243827305
ARPC2	4	1.96372994667854	0.154240246910931
ABHD17A	4	1.96360423301934	0.154240583251395
IL20RA	12	8.47904300348468	0.15446680315584
SCAMP3	7	4.30937492607761	0.154476958985837
MMP28	7	4.30974116918511	0.154485141951142
SLC35F2	10	6.7869913762792	0.154582371399142
PKD2L1	57	49.2248496427217	0.154605116284743
NDRG3	8	5.12600595398227	0.154649679910015
SLC39A1	10	6.78785136088637	0.154701814925466
DAPL1	4	1.96823573246289	0.154774421292794
SLC7A14	70	61.5570114830177	0.154798036004644
TBC1D17	25	19.9335259757247	0.154856300972112
FH	29	23.5502155756708	0.155073888318063
CYB561D2	8	5.13281515700191	0.155231960828039
COL4A1	100	89.649034471928	0.155258037935464
WDR91	23	18.1478061312911	0.155372492493458
IQCE	22	17.2568899199821	0.155447286776105
PRIM1	5	2.73497921062835	0.15546734512155
CEL	26	20.8457132374705	0.155516526765225
TMEM192	6	3.13813493458141	0.15575515167328
POLH	29	23.5647679650084	0.155852601144036
A1BG	5	2.73890367980319	0.155880836572672
MPPE1	11	7.64952122603621	0.155989348550194
ZCRB1	6	3.52490952137022	0.156027031330442
KIF5A	30	24.4804177538725	0.156099789200773
ABCF3	59	51.1469364737222	0.156126005657336
COA5	5	2.74120940076808	0.156134489257241
SLC52A1	7	4.3281242358877	0.156154637399372
ZNF300	6	3.52689745825559	0.156214124861729
TACO1	9	5.97358907290992	0.156316261369397
B4GALT4	11	7.65754767197665	0.156520514834651
MRPL21	4	1.9837825412111	0.156645039131134
WDR25	31	25.4020973048738	0.156756267086842
POLR2F	6	3.53250223295722	0.156758417904933
ZMIZ2	21	16.3899803556462	0.156797007265103
IRF3	31	25.4056419569011	0.156829880673834
LRRC2	6	3.53326741129524	0.156858025169009
EPC1	15	11.1045778162801	0.156984042204791
ACTN2	46	39.1991867072381	0.156985382895254
TMEM97	6	3.53544673430299	0.157062328204814
SMAD3	10	6.819720049682	0.157070404607649
TNFRSF19	20	15.5072798034011	0.157082068227361
NSUN4	22	17.2883819650035	0.157147008716506
LRTM1	17	12.8573915231256	0.157152023069629
DHDDS	11	7.66575584453958	0.157154362294927
SOX9	6	3.53746018069617	0.157283421716735
CLTC	11	7.66846065426547	0.157341315512619
MCM5	32	26.3268091855247	0.157344935195668
KBTBD8	25	19.9843011453618	0.157391072299277
TOR1AIP1	6	3.53905634468711	0.157391898155866
FBN1	135	123.376287825436	0.157595631475742
ACLY	50	42.9320305875738	0.157807103622388
DPYSL5	29	23.6107225938469	0.157949838352449
RAG1	59	51.333258587625	0.15795111790358
CENPJ	51	43.731792002612	0.157984990085113
LRRC36	9	5.99417529359473	0.158021605204315
AMIGO2	6	3.54535707177468	0.158058391979581
KATNA1	21	16.4159475643053	0.158134509430262
ABCG1	31	25.4367205394858	0.158180248772383
WDR86	15	11.1247163852872	0.158213329552298
PRDM9	9	5.99661826557018	0.158222185500978
TRIM24	14	10.2563116002404	0.158236041725255
EWSR1	14	10.2567404349259	0.158273760221322
DUS3L	11	7.68181941916932	0.158339280345009
PIK3CA	12	8.53504963630199	0.158386664987229
NPC1L1	125	113.409949632453	0.15839101682508
TUBA1C	12	8.53676263375453	0.158456659829629
PGBD2	12	8.54007864613643	0.158711893109485
EXOC3L4	6	3.55323596589421	0.158855965069879
PPM1F	9	6.00576124596695	0.158950119096058
IL17RE	11	7.69053346187562	0.158985330326758
PLEKHO1	11	7.69126841544595	0.159028860133974
TAS2R50	4	2.00366903424363	0.159038718654808
WFDC11	3	1.27256360703011	0.15925548512582
TMEM168	15	11.1426851586409	0.159280776360673
CA2	13	9.40698154792339	0.159284061549799
CA6	12	8.54883617472463	0.159305532620311
SUN3	3	1.27312117116393	0.159340090688111
PSMD8	3	1.27385912369398	0.159442233197568
CAB39	3	1.274154304706	0.159467789016386
SCAPER	11	7.69910653931981	0.159569273986829
CHST9	28	22.7429420377452	0.159577087643553
CPOX	12	8.55403821117477	0.159719035741897
UGCG	3	1.27608391391422	0.159759168833795
CD59	9	6.01637459714635	0.15978017861425
TEAD1	13	9.41605563088553	0.159806267332285
WBP2	10	6.85530568844833	0.159807865597607
MPEG1	42	35.5770235176686	0.15991909977581
HCRTR1	18	13.7873584400222	0.1599654497488
HTR6	4	2.01192522899298	0.160049086635355
ITGB3	45	38.3604628181427	0.160137085881108
CTSE	9	6.02071725117757	0.160150253832659
KRTAP151	3	1.27904119034947	0.160170277517074
ZNF382	3	1.27927624189608	0.160201483285458
OR10A6	11	7.70788207010978	0.160252414690669
CYP19A1	27	21.6616397394666	0.160272634943319
MAGI2	13	9.42266987208083	0.160276095456861
HIST1H1B	4	2.01383965662671	0.160278673972094
BSCL2	46	39.2893922577567	0.160280006485847
LMO7	70	61.7433957901976	0.160298910926626
ESF1	8	5.19554637372577	0.160543030275656
UBR5	31	25.4909846449109	0.160645052531691
SPAG7	5	2.78354628599944	0.160700947380551
SCAF8	10	6.86810349766619	0.160789740578638
HOMER3	3	1.28388849447591	0.160836682079007
ASIP	3	1.28438540399668	0.160921810107737
CLDN8	24	19.1596116504584	0.161102336618457
POLD3	3	1.28723882044622	0.161316839255651
TGM5	48	41.1774060744852	0.161341742260462
MARCH6	8	5.20515446930617	0.161409762556312
LPA	29	23.6891283508666	0.161411268429642
ZNF100	10	6.87893239578303	0.161622801042865
SMG1	40	33.7781822562655	0.161654042895704
LHFPL2	15	11.1807934805414	0.161758586076122
ADCY10	36	30.0940552508143	0.161807211560047
RNF149	3	1.29067882493122	0.161813931578252
FAM210A	9	6.04110962774175	0.161830361285144
BABAM1	3	1.29445488144328	0.162339932009752
SYTL2	21	16.2858204063313	0.162415525465012
OR4M2	8	5.21697825861544	0.162453414771337
DEF8	20	15.6045979209791	0.162460340846485
RCAN2	3	1.29559823601276	0.162514667705771
ZBTB7C	8	5.21797483182278	0.162537417846426
MYC	7	4.3980568002036	0.162562006845305
POMK	19	14.7212329854422	0.162808012887507
DAB2	15	11.1987849540445	0.162899788087526
ZAP70	34	28.2894138052208	0.163026408951994
TOP3B	33	27.2081671413611	0.163075143854955
IL1B	7	4.40402417095081	0.16310130367779
NFKB2	23	18.3003982350708	0.163105370316409
DDX60	19	14.7277734823481	0.163159496719273
ADRA1B	8	5.22671281821402	0.163273232755296
WDYHV1	7	4.40656054112818	0.163360926705766
TP53INP1	11	7.75205467033968	0.163478265517337
WNT8B	7	4.40789978831235	0.163482535872968
PPP3CC	13	9.46965765173339	0.163508847970426
ARID4A	8	5.23005157495876	0.163552572731652
CD40	8	5.2301300600908	0.163579787447086
MBD3L1	8	5.23107850302777	0.163689003663279
M1AP	11	7.75527979621177	0.163747139903593
EMSY	5	2.81163911841493	0.16377748451297
CCL28	3	1.30472063195494	0.163808422931426
ANAPC4	6	3.60353020090696	0.163849512758081
ABLIM1	24	19.2147928216823	0.163851997877786
AGXT2	34	28.311311940631	0.163954177741318
FAM160B1	12	8.61605328083629	0.164058477121548
DOLK	35	29.2309899468221	0.164079922163924
HIST1H4D	9	6.06899887210995	0.164099288592798
SMPDL3B	55	47.7858457490738	0.164200882565996
PIP5KL1	7	4.41809993217221	0.164451404497383
EFS	4	2.0486586772265	0.164546606943932
GALNT15	38	31.8478640538645	0.164591712684401
RSPH14	7	4.42054445048156	0.164675301765225
RRAGD	7	4.42271282678321	0.164878607520145
NRXN1	34	28.1728542811445	0.16507195610061
PLIN3	22	17.4428677566996	0.165108712534159
PCDHGA12	25	19.9549497521012	0.165311801028622
FGF3	4	2.05509940252928	0.165351024753898
INPP1	4	2.05575536033377	0.16543208404824
IMPDH1	42	35.7213457668538	0.165437690723783
BHMT2	23	18.3467360004816	0.165457052745827
ENOPH1	4	2.05613800238639	0.165475346466742
HIF1AN	4	2.05612706975632	0.165484016750839
MEIOB	3	1.31686326893892	0.165555732785231
PCNX3	10	6.92937425720558	0.165584162033036
SAP30BP	4	2.05710007383298	0.165590059952552
CELA2A	24	19.2488941130136	0.165591192473893
SLC17A3	12	8.63697068081025	0.165605258076296
TFPT	4	2.05795828529386	0.165702561545533
KLK11	6	3.62210060273583	0.165732935610777
IFI27L2	4	2.05848851785249	0.165769502212384
TACR1	10	6.93369666126251	0.16592005892785
PCNA	4	2.05969657347576	0.165933051737926
LYL1	4	2.05975123662614	0.165946253290103
RAB3D	26	21.0636797126539	0.16597176065268
NR4A3	8	5.25827705967345	0.166053659272893
GSDMC	3	1.32096661882658	0.166134447448928
BPIFA3	4	2.0620525552569	0.166222119030997
OR5AR1	7	4.43736170047766	0.166235121588137
LINGO4	29	23.7945320946317	0.166247798260655
SIGLECL1	6	3.62767624407402	0.166254987330638
CTSF	15	11.2514857292918	0.166302130419797
SLF2	7	4.43895647121795	0.166384430518984
PBX3	12	8.64785200817195	0.166390830089623
MED24	28	22.7082436879829	0.166405169330335
ALX3	12	8.64974435031569	0.166481728245191
MAP9	4	2.06485130855606	0.166564169258035
C1orf159	6	3.6305351268386	0.166587130256503
GFRA1	18	13.6786658146685	0.166622588455674
CMPK2	12	8.65286973592801	0.16673067574094
RMND5B	23	18.3700351090117	0.166762559975937
MIPOL1	10	6.94528375904629	0.166818259143116
PDLIM1	6	3.63269613439593	0.166827143514216
PNKD	21	16.5783503930168	0.166860803108955
THEM5	5	2.83961077954821	0.166865136899357
PEX16	12	8.65596452493008	0.166926946150835
TSPAN32	7	4.44488902485892	0.166941061974574
ABHD17B	4	2.06797804075748	0.166950358661579
KLHDC10	5	2.8408111270652	0.167028615413626
ARIH1	4	2.0689395924921	0.167062291268577
PRRX2	5	2.84189345744261	0.167150974506371
TSPAN33	12	8.65842123755377	0.167174965576862
ZNF34	3	1.3285411909463	0.167230090413822
TMEM147	7	4.44779228017496	0.167252006661984
RALB	5	2.84361777272821	0.167362191032574
DMPK	32	26.5577091612775	0.167403103613941
F2R	9	6.10943259022444	0.167414552838118
ZNF296	8	5.27437896321412	0.167475733086546
PMP22	10	6.95479262212966	0.16758356347974
ROM1	29	23.8227513123838	0.167598484089223
EIF5A2	4	2.07336884443025	0.167642708072934
MIS18BP1	8	5.27934362633621	0.167920860563515
PSMA3	4	2.0755598197144	0.167926603296383
ICK	13	9.53314235039809	0.167939447816473
EFNB3	5	2.84891767226571	0.167954214440204
ART3	6	3.64463275332014	0.168058569637405
TNFRSF10C	5	2.85053210828918	0.168104465577651
RNF141	5	2.85125725510174	0.168191253201337
E2F7	18	13.9285647819675	0.168244265916581
LY6E	14	10.408027820729	0.168266081460599
WFDC1	11	7.81548972784124	0.168268570632261
AKR1B10	8	5.28343291736334	0.168274331101725
MYO1D	39	32.8668210960117	0.168303462188103
STYK1	26	21.1125072552332	0.16832108597007
HDC	34	28.4169427599117	0.168424519211822
IGLL1	3	1.33696696664366	0.168455519453874
LARS2	33	27.5007755367847	0.168481020016586
KIAA1468	13	9.54265548715255	0.168540178912985
STX5	8	5.28723855680947	0.168561527629613
ELF2	5	2.85428451814485	0.16856290161378
SRP9	5	2.8546489826704	0.1685951649074
PLEKHA3	5	2.85506304142404	0.168634165501485
MESP2	6	3.65173079805281	0.168746053819228
CHIT1	17	13.052315417194	0.168832781314374
VTI1B	8	5.28968199963121	0.168837675279801
RALGDS	29	23.8516594354894	0.168922639719421
FBXO6	18	13.9411720746581	0.168987373638868
ARFIP2	8	5.29173699569923	0.169008475227635
CD209	8	5.29500619047767	0.169238580970796
ARHGDIA	9	6.1314594524616	0.169346529912921
KDM3A	32	26.6041475994258	0.16944548203335
TM4SF4	8	5.29883022364017	0.169629248581305
ZFP37	10	6.98189286611736	0.169744149099922
ZNF671	6	3.66218022448675	0.169842762760441
HYKK	14	10.4313051104915	0.169856860169259
DAO	41	34.9084458778151	0.169875623122516
FGD5	31	25.6981574725395	0.169916199385796
OR51T1	10	6.9844274589835	0.16993151570814
PTK7	40	33.9908249906717	0.170090042239922
INHA	29	23.8766136168246	0.170104103105463
IFNL1	6	3.66519303904237	0.170144121590347
RFXANK	22	17.5372694936325	0.17026748421424
GPATCH3	46	39.5622349603888	0.170340049512893
CELF6	6	3.66701731538449	0.170350408865677
FUBP3	11	7.84498202597609	0.17054055862337
ACBD3	7	4.48252162143183	0.170561225583823
CTSC	26	21.1614403467072	0.170741772131152
CD2AP	18	13.9741632780589	0.170900354674643
SMTN	34	28.3145630766254	0.171054573533041
NFE2L2	10	6.99855766327384	0.171070191047876
ASH2L	11	7.85690418139194	0.171467515406595
TMEM170A	5	2.88132322967844	0.171639698518794
VDAC2	4	2.10555098345617	0.17171980414005
BAZ1B	20	15.7698024331726	0.171772845238744
PTPN5	25	20.2732505582407	0.171830032512095
LMAN2L	19	14.8801886342328	0.171849586859046
MECOM	24	19.3723060555049	0.17192645271188
PLCB1	10	7.00933739126807	0.171970616460613
EGR3	5	2.88531798559098	0.172056217503928
HARS	35	29.4233670806716	0.172194725690415
DPP9	18	13.9984420430879	0.172420470380454
TTC22	6	3.68895266563735	0.172585648617725
LTF	16	12.2306368033772	0.172712462273476
ACADM	41	34.6907715286675	0.17274352453674
GEMIN4	30	24.6777460126505	0.172808222168568
B3GALT1	9	6.17305490862595	0.172835696185143
C4orf19	4	2.11458020657608	0.172851581288421
RAB37	20	15.5840268665267	0.172854047166854
MTMR10	7	4.50966255150866	0.173188441297612
LYZ	8	5.33860877630714	0.173191736831409
TMEM130	16	12.0106649124611	0.173215883450686
TIAM2	61	53.6907381150218	0.173309734695937
MT1H	3	1.37032865147465	0.173344998901453
NEB	264	248.864546076638	0.173379251404588
C12orf77	3	1.37122512714079	0.173456589387852
KIAA1024	46	39.5087016131948	0.173481959207165
RAB35	7	4.51314462481552	0.173496862531376
CYSTM1	3	1.37176629232949	0.173555812701068
UNK	4	2.12124559589256	0.173698041213087
PALLD	73	65.0197644321185	0.173706488348721
AP2B1	3	1.37328046159486	0.173769238422725
ABCA3	116	105.807448626262	0.173780373539494
NOM1	24	19.407880171865	0.173804448073252
TAS2R60	7	4.51688171121371	0.173837608502529
CREB5	19	14.9136901371707	0.173880794291931
SLC30A10	14	10.4935209879145	0.17401591716255
LRRC57	3	1.37600815279854	0.174186995709964
TMIGD3	3	1.3767461053286	0.174284656804232
IGSF9	46	39.6681047105493	0.174331903869145
TECPR2	26	21.2330935486188	0.174355253878054
AGTRAP	18	14.0299535013837	0.174376429220016
PKP1	40	34.0968014173125	0.17444020070005
ARL8B	3	1.37817827986841	0.174509346974002
FUT1	36	30.2447563698566	0.1745545180075
CATSPER4	44	37.8150859758714	0.174579060670924
AFP	21	16.7198113917956	0.174670899690514
TNFRSF11B	43	36.8844378825207	0.174684872123759
LIMS2	31	25.4774118635867	0.174685710805276
ST18	27	22.1485792581338	0.174732809550882
ZPR1	17	13.1482223321738	0.17480441172725
ZNF221	9	6.19637009563607	0.17484774066907
EID2B	3	1.3810535615781	0.174922062842278
SPATA6	9	6.19745777000932	0.174943305103882
WFDC2	3	1.38148705954308	0.17498574517223
GRAMD3	14	10.5064248238211	0.174990463556169
AKR1A1	23	18.5273092880238	0.175096173287045
OVOL2	7	4.52965102314116	0.175109094106185
MSTN	13	9.635675969834	0.17512273698082
POLE2	3	1.38315407161911	0.175238104591994
KAT2A	9	6.20184832972143	0.175332029599864
CDK3	27	22.1607728364574	0.175339904670616
CCR1	18	14.0466257622478	0.175369613244723
SCARA5	17	13.159005526469	0.175396891649016
NDST3	15	11.3906164997863	0.175431252202508
TBC1D19	9	6.20284977411033	0.17543370228004
PEPD	41	35.0487310016117	0.175456400319
IFT22	15	11.3941304166571	0.175590340276724
HOXD1	16	12.2764980710179	0.175625455861765
RAC3	7	4.53571917166598	0.175691888114371
CMTR2	13	9.64485414177244	0.175788856377974
IL7R	27	22.1726201864172	0.175898852195621
ZNF511	14	10.5214875469231	0.175986705248226
HK3	149	137.710640464833	0.176021636657544
PLCXD2	10	7.05990986029955	0.176092061752878
UBR1	44	37.7138676662181	0.176118932988279
FANCC	16	12.285042855026	0.176222337533935
ROR2	76	67.9560443189332	0.176475021549273
ARHGEF17	26	21.2746794730989	0.17649193739259
UAP1	6	3.72602618422756	0.176493378224182
OR5M8	13	9.65548097580693	0.176557504099622
TYK2	70	62.2855488810946	0.176580624166246
LRIT2	26	21.2764586517468	0.176610814489637
THBS3	79	70.8084503177989	0.176634380090194
ASCC2	12	8.53077819960528	0.176644244842696
GSDMB	3	1.3926708344081	0.176658162963903
CARF	3	1.3926104909323	0.176665615141934
RNF138	3	1.39320221438888	0.176748276548657
AHI1	23	18.5634252548269	0.176934329450842
CRHR2	12	8.79256254059594	0.177025143609484
NT5M	9	6.22230640711325	0.177052561366571
MYH14	62	54.7455021866068	0.177229342886845
GRK7	13	9.66466363878812	0.177260026550169
ARRDC2	17	13.1879741698471	0.177336967205119
SLC22A15	14	10.5416850415178	0.177368558828676
TRIM29	16	12.3059416861512	0.177563685403301
NENF	7	4.55558301048263	0.177624751930635
PUM1	7	4.55561636133425	0.177667485104476
OR13J1	7	4.55632341687524	0.177692408872808
SLC43A3	24	19.4822947394969	0.177719991363735
MFSD6	16	12.3087165987331	0.177735989542327
DNASE2	6	3.73750105497876	0.177752786532091
MRPL11	8	5.38886281967044	0.177818876102718
FAM193B	4	2.1532416227114	0.177834765322629
SLITRK5	32	26.789860954163	0.17783883879708
WDR93	29	24.0388808223392	0.177848758115047
PFDN2	4	2.15347667425801	0.177867534525223
TLE3	11	7.94007821518919	0.177870997234346
RBM24	4	2.15412169943243	0.177947254675895
ZBTB3	8	5.39083732657777	0.178001842583949
GMFG	8	5.39140465616285	0.178030278452422
WRNIP1	13	9.43033389040172	0.178127256738441
SMU1	4	2.15600757812034	0.178188059735427
OCIAD1	4	2.15609503916094	0.178226967530389
PCDHB6	28	23.1313287714462	0.178232710107553
RRAGA	4	2.15690952010152	0.178313840602577
IL1RAP	7	4.56248177513344	0.178332499188429
HSDL2	5	2.93998101447436	0.178332897725953
TRPC4AP	7	4.56279310438113	0.178359576360392
MPI	39	32.9764148044908	0.178438206979966
MYL9	12	8.81167113762537	0.178445649039506
SULT4A1	4	2.15802464836916	0.178457073272628
EIF4A3	5	2.94200901735325	0.178583831030726
LCN8	3	1.40555879031012	0.178585930467557
SPSB4	4	2.15936936186837	0.178633940352797
TATDN2	10	7.09119444273603	0.178638438412191
TMEM179B	5	2.94332639927727	0.178739503193064
PDZK1	5	2.94323347192163	0.178752228275964
E2F2	6	3.74798047280375	0.178843481712475
UACA	40	34.2030627343581	0.178868693952779
BRD7	8	5.40101443799866	0.178902524462987
USP14	8	5.40101443799866	0.178937730886776
NRXN3	60	52.7988813680126	0.178979468639811
ENPP4	27	22.2335976097196	0.17897959485173
MAML2	5	2.9466781660041	0.179127162692568
MVB12B	5	2.94684369652316	0.179171789113616
MYLK4	14	10.5684883114537	0.179220286555244
HOXC13	5	2.94759012500647	0.179267825659166
CLNS1A	4	2.16487030411612	0.179356704232437
ZFC3H1	18	14.1140416081445	0.179439828650889
BCAS3	25	20.4222795665835	0.179443809907576
SLC24A3	25	20.4255288499386	0.179583180997708
CRIPAK	37	30.5973791159938	0.179614779149347
PRDX2	12	8.82782328921335	0.179699655344283
GJC3	27	22.0744013630758	0.179712185705734
LYG2	5	2.95218729595295	0.179784135818679
CYB561A3	11	7.9643258464451	0.179813964923539
AK9	34	28.673344999635	0.179870306986839
USP33	6	3.75760997979581	0.179871958812374
CCSER1	11	7.96532050144192	0.179936895187641
BLVRA	5	2.95365226838299	0.179996580285977
SPINT2	17	13.2318282672959	0.1800341869173
EMX2	5	2.95528108013119	0.180151019600964
GATC	9	6.25773955308413	0.180161263937208
TRMT12	13	9.70675426457637	0.180276249050377
UTP18	8	5.41657477186574	0.180383050464263
AKIP1	7	4.58474683864524	0.180504007648066
ZPLD1	32	26.6883265923275	0.180562716861195
OR5T3	5	2.95927373277495	0.180631840671127
RGS12	75	67.0416126255019	0.180646411918119
UBAC1	13	9.71245329136712	0.180685213150507
CXCL9	4	2.17542608010856	0.180742686481418
B3GLCT	28	23.1828549626004	0.180778626212477
SFMBT2	16	12.3560038474697	0.180826605247232
OR6C1	4	2.17604931195736	0.180836400542683
OASL	21	16.8286974674781	0.180956886711769
PRSS42	12	8.84639055126885	0.181030638521859
CPSF1	14	10.5939739779214	0.181062158341461
THADA	50	43.5857516226997	0.181112081405837
PANX1	17	13.2506209664964	0.18121084837665
OR2A12	6	3.7716043190097	0.181379189974098
PHTF1	14	10.5985353200953	0.18138855241527
GSTO2	18	14.1456547539009	0.181401465143414
COX6A1	5	2.96591571380956	0.181422640546347
WNT10B	22	17.7400648672027	0.181451509462868
NCAPG	13	9.72271590448569	0.181464886132696
ADAMTS13	88	79.5279482965226	0.181465855436622
SLC5A7	24	19.5515130888021	0.181482292301672
C8orf59	3	1.42474035135729	0.181509493709499
RFESD	5	2.96677917213941	0.181510031755238
CNNM1	14	10.6012497082061	0.181579787846528
ZNF615	11	7.98662409966746	0.181589380063581
FBXW5	26	21.3739183416006	0.181623616236012
PCSK9	35	29.4862084102318	0.181652321934685
HIP1R	44	37.9925405641884	0.181700998893968
LEP	5	2.96867314914447	0.181717729256792
TMEM14B	18	14.1482040269226	0.181717953697311
ZNF836	5	2.96850591978768	0.181719038462182
GAMT	22	17.7449259514993	0.181730430034327
MAN1C1	24	19.5613687272526	0.181944616057946
CMBL	4	2.18475975056468	0.181968375350392
PTCH2	81	72.8852419214887	0.182007268561096
JAM3	19	15.0508162723156	0.182043371405578
INPP4A	7	4.59972840154502	0.182051387021549
ITGA1	32	26.881519325761	0.18218182011652
MOAP1	3	1.42972379116304	0.182256924340856
HIST1H2BD	7	4.60320029196986	0.182359908170092
ASCC3	46	39.8777700920014	0.182370168307856
HMBOX1	12	8.86390304128552	0.182385348496027
DPEP3	11	7.99703747476278	0.182422293575332
C17orf62	12	8.86390314895414	0.182441542835766
RASGRP1	12	8.86380869571203	0.182441602911356
FAM71C	7	4.60417876236156	0.182479759605183
FXYD3	13	9.73876563634576	0.182576506760646
TMEM169	14	10.6149291533224	0.182600275165284
GREB1	68	60.5767223342957	0.182666206953556
RAB5C	9	6.28691683631982	0.182728258314379
GTF2IRD1	13	9.74133200776445	0.182793442392756
APOL1	5	2.97928351389195	0.182972367095477
IFFO1	22	17.5778045182263	0.183014807504409
OR4D11	4	2.19278494569221	0.183015935926043
FADS2	6	3.78836443661855	0.183184634931727
TRIM40	28	23.2353217783043	0.183229050021942
DSC2	63	55.7659194652228	0.183422769500274
LOXL4	60	53.0507557623308	0.183556270479705
OVGP1	14	10.6322099168466	0.183773885135515
SYT3	7	4.61721996128127	0.183783908333122
TEK	32	26.9173874748056	0.183791181283174
ABHD15	12	8.88385439144733	0.18394105129214
SLC4A3	49	42.7238935381658	0.183970959344315
AZU1	8	5.45535604263985	0.184027319027084
WIPF1	13	9.75894210916791	0.18408924219697
ARID3C	9	6.30340054406906	0.184149505777405
GANAB	59	52.1231637834137	0.184197378937969
RHOU	10	7.15886742289949	0.184306190437285
